"","Species","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","Bodymass","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","Diet.5Cat","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO"
"1780","Synallaxis rutilans","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",16.7,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1781","Synallaxis scutata","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",15.4,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1782","Synallaxis spixi","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",12.6,0,0,20,80,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1783","Synallaxis unirufa","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",17.9,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1784","Synallaxis whitneyi","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",16.2,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1785","Syndactyla ruficollis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",31,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1786","Syndactyla rufosuperciliata","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",25.6,0,0,20,30,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1787","Syndactyla subalaris","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",28.9,0,0,0,50,50,0,0,0,"Invertebrate",80,0,20,0,0,0,0,0,0,0
"1788","Syrigma sibilatrix","Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",463,30,70,0,0,0,0,0,0,"Invertebrate",70,0,0,0,30,0,0,0,0,0
"1789","Tachornis squamata","Nonpasseriformes","Apodiformes","Apodidae","Swifts",10.97,0,0,0,10,40,20,30,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1790","Tachycineta bicolor","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",21.2,0,0,20,20,20,20,20,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1791","Tachycineta meyeni","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",14.9,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1792","Tachymarptis melba","Nonpasseriformes","Apodiformes","Apodidae","Swifts",100.38,0,0,0,0,10,0,90,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1793","Tachyphonus coronatus","Passeriformes","Passeriformes","Thraupidae","Tanagers",29.3,0,0,0,20,40,40,0,0,"Invertebrate",60,0,0,0,0,0,20,0,20,0
"1794","Tachyphonus cristatus","Passeriformes","Passeriformes","Thraupidae","Tanagers",18.8,0,0,0,10,20,70,0,0,"Omnivore",30,0,0,0,0,0,50,0,10,10
"1795","Tachyphonus delatrii","Passeriformes","Passeriformes","Thraupidae","Tanagers",18,0,0,0,0,80,20,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1796","Tachyphonus luctuosus","Passeriformes","Passeriformes","Thraupidae","Tanagers",13,0,0,0,20,50,30,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1797","Tachyphonus phoenicius","Passeriformes","Passeriformes","Thraupidae","Tanagers",21,0,0,0,70,30,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1798","Tachyphonus rufiventer","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,0,70,20,10,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1799","Tachyphonus rufus","Passeriformes","Passeriformes","Thraupidae","Tanagers",34.4,0,0,20,50,10,10,10,0,"Invertebrate",60,0,0,0,0,0,30,0,10,0
"1800","Tachyphonus surinamus","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,40,40,20,0,0,"Omnivore",50,0,0,0,0,0,40,0,10,0
"1801","Taeniopygia guttata","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",12.04,0,0,0,0,20,80,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1802","Taeniotriccus andrei","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",9.5,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1803","Tangara argyrofenges","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,0,50,50,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1804","Tangara cayana","Passeriformes","Passeriformes","Thraupidae","Tanagers",18,0,0,0,30,40,30,0,0,"FruiNect",10,0,0,0,0,0,90,0,0,0
"1805","Tangara chilensis","Passeriformes","Passeriformes","Thraupidae","Tanagers",19.77,0,0,0,0,20,80,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1806","Tangara cyanicollis","Passeriformes","Passeriformes","Thraupidae","Tanagers",17,0,0,0,0,80,20,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1807","Tangara cyanoptera","Passeriformes","Passeriformes","Thraupidae","Tanagers",21.53,0,0,0,20,60,20,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1808","Tangara desmaresti","Passeriformes","Passeriformes","Thraupidae","Tanagers",20.4,0,0,0,0,20,60,20,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"1809","Tangara gyrola","Passeriformes","Passeriformes","Thraupidae","Tanagers",21,0,0,0,10,50,40,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1810","Tangara labradorides","Passeriformes","Passeriformes","Thraupidae","Tanagers",15,0,0,0,20,50,30,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1811","Tangara larvata","Passeriformes","Passeriformes","Thraupidae","Tanagers",20,0,0,0,10,80,10,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"1812","Tangara mexicana","Passeriformes","Passeriformes","Thraupidae","Tanagers",20.5,0,0,0,30,30,40,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1813","Tangara nigrocincta","Passeriformes","Passeriformes","Thraupidae","Tanagers",17,0,0,0,0,20,80,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1814","Tangara nigroviridis","Passeriformes","Passeriformes","Thraupidae","Tanagers",17,0,0,0,40,40,20,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1815","Tangara parzudakii","Passeriformes","Passeriformes","Thraupidae","Tanagers",28,0,0,0,30,40,30,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"1816","Tangara ruficervix","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,0,50,50,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1817","Tangara schrankii","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,0,60,40,0,0,"FruiNect",20,0,0,0,0,0,60,0,20,0
"1818","Tangara vassorii","Passeriformes","Passeriformes","Thraupidae","Tanagers",18,0,0,0,30,40,30,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1819","Tangara viridicollis","Passeriformes","Passeriformes","Thraupidae","Tanagers",21,0,0,20,20,30,30,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1820","Tangara xanthocephala","Passeriformes","Passeriformes","Thraupidae","Tanagers",19,0,0,0,30,40,30,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1821","Tangara xanthogastra","Passeriformes","Passeriformes","Thraupidae","Tanagers",15,0,0,0,0,40,60,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1822","Tanysiptera danae","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",43.48,0,0,60,20,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1823","Tanysiptera galatea","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",50,0,0,90,10,0,0,0,0,"Invertebrate",80,0,20,0,0,0,0,0,0,0
"1824","Tapera naevia","Nonpasseriformes","Cuculiformes","Cuculidae","Cuckoos",48.42,0,0,50,30,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1825","Taphrospilus hypostictus","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",7,0,0,0,40,60,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1826","Taraba major","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",59.2,0,0,40,40,20,0,0,0,"Invertebrate",60,10,20,0,0,0,0,0,0,10
"1827","Tauraco corythaix","Nonpasseriformes","Musophagiformes","Musophagidae","Turacos",308,0,0,0,0,60,40,0,0,"FruiNect",10,0,0,0,0,0,70,0,10,10
"1828","Tauraco porphyreolophus","Nonpasseriformes","Musophagiformes","Musophagidae","Turacos",259,0,0,0,30,50,20,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"1829","Tchagra australis","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",32.3,0,0,50,50,0,0,0,0,"Invertebrate",60,20,20,0,0,0,0,0,0,0
"1830","Tchagra minutus","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",34.4,0,0,20,80,0,0,0,0,"Omnivore",50,0,20,0,0,0,20,0,0,10
"1831","Tchagra senegalus","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",53.5,0,0,50,50,0,0,0,0,"Invertebrate",70,0,20,0,0,0,10,0,0,0
"1832","Telophorus dohertyi","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",35.02,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1833","Telophorus sulfureopectus","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",27.1,0,0,0,0,70,30,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1834","Terenotriccus erythrurus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",7.4,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1835","Terpsiphone cinnamomea","Passeriformes","Passeriformes","Monarchidae","Monarchs",20.4,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1836","Terpsiphone rufiventer","Passeriformes","Passeriformes","Monarchidae","Monarchs",15.1,0,0,0,20,60,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1837","Terpsiphone rufocinerea","Passeriformes","Passeriformes","Monarchidae","Monarchs",15.4,0,0,0,40,40,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1838","Terpsiphone viridis","Passeriformes","Passeriformes","Monarchidae","Monarchs",13.23,0,0,0,0,20,80,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1839","Tersina viridis","Passeriformes","Passeriformes","Thraupidae","Tanagers",29,0,0,0,10,60,30,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1840","Thalurania colombica","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.5,0,0,0,20,40,40,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1841","Thalurania furcata","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.19,0,0,10,30,30,30,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1842","Thalurania glaucopis","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.8,0,0,0,60,40,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1843","Thamnomanes ardesiacus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",17.7,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1844","Thamnomanes caesius","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",15.7,0,0,0,10,90,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1845","Thamnomanes saturninus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",20.4,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1846","Thamnomanes schistogynus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",17.2,0,0,0,20,80,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"1847","Thamnophilus aethiops","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",25.7,0,0,20,40,40,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1848","Thamnophilus amazonicus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",18.68,0,0,0,10,90,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1849","Thamnophilus ambiguus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",23.45,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1850","Thamnophilus atrinucha","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",23.6,0,0,0,20,80,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"1851","Thamnophilus caerulescens","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",21.1,0,0,0,60,40,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1852","Thamnophilus doliatus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",27.03,0,0,30,30,40,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1853","Thamnophilus murinus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",19.3,0,0,0,10,90,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1854","Thamnophilus nigrocinereus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",30,0,0,30,40,30,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1855","Thamnophilus palliatus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",23.3,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1856","Thamnophilus pelzelni","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",20.9,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1857","Thamnophilus schistaceus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",20.3,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1858","Thamnophilus stictocephalus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",21.5,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1859","Thamnophilus torquatus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",21.1,0,0,40,40,10,10,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1860","Thamnophilus unicolor","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",24.2,0,0,30,40,30,0,0,0,"Invertebrate",90,0,0,0,0,0,0,0,10,0
"1861","Theristicus caudatus","Nonpasseriformes","Pelecaniformes","Threskiornithidae","Ibises and spoonbills",1726,0,0,100,0,0,0,0,0,"Invertebrate",70,10,20,0,0,0,0,0,0,0
"1862","Thescelocichla leucopleura","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",62.1,0,0,25,25,25,25,0,0,"Omnivore",20,0,0,0,0,0,50,0,30,0
"1863","Thlypopsis sordida","Passeriformes","Passeriformes","Thraupidae","Tanagers",17,0,0,0,0,70,30,0,0,"Omnivore",50,0,0,0,0,0,30,0,20,0
"1864","Thraupis bonariensis","Passeriformes","Passeriformes","Thraupidae","Tanagers",36,0,0,0,30,30,40,0,0,"FruiNect",0,0,0,0,0,0,80,0,10,10
"1865","Thraupis cyanocephala","Passeriformes","Passeriformes","Thraupidae","Tanagers",36,0,0,0,0,20,70,10,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1866","Thraupis episcopus","Passeriformes","Passeriformes","Thraupidae","Tanagers",35,0,0,0,10,90,0,0,0,"Omnivore",40,0,0,0,0,0,50,0,0,10
"1867","Thraupis palmarum","Passeriformes","Passeriformes","Thraupidae","Tanagers",39,0,0,0,0,20,70,10,0,"FruiNect",10,0,0,0,0,0,60,10,20,0
"1868","Thraupis sayaca","Passeriformes","Passeriformes","Thraupidae","Tanagers",32.49,0,0,10,0,20,70,0,0,"Omnivore",10,0,0,0,0,0,50,0,40,0
"1869","Threnetes leucurus","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",5.6,0,0,0,100,0,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1870","Threnetes niger","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",5.6,0,0,0,100,0,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1871","Thripadectes holostictus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",40.7,0,0,60,40,0,0,0,0,"Invertebrate",90,0,0,0,10,0,0,0,0,0
"1872","Thryothorus coraya","Passeriformes","Passeriformes","Troglodytidae","Wrens",17.2,0,0,40,40,20,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1873","Thryothorus euophrys","Passeriformes","Passeriformes","Troglodytidae","Wrens",30.26,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1874","Thryothorus genibarbis","Passeriformes","Passeriformes","Troglodytidae","Wrens",19.2,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1875","Thryothorus leucotis","Passeriformes","Passeriformes","Troglodytidae","Wrens",19.44,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1876","Thryothorus longirostris","Passeriformes","Passeriformes","Troglodytidae","Wrens",21.3,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1877","Thryothorus ludovicianus","Passeriformes","Passeriformes","Troglodytidae","Wrens",18.96,0,0,40,40,20,0,0,0,"Invertebrate",60,0,20,0,0,0,10,0,10,0
"1878","Thryothorus maculipectus","Passeriformes","Passeriformes","Troglodytidae","Wrens",15,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1879","Thryothorus modestus","Passeriformes","Passeriformes","Troglodytidae","Wrens",17.57,0,0,0,60,20,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1880","Tiaris fuliginosus","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",13.3,0,0,100,0,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,90,10
"1881","Tiaris olivaceus","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",8.5,0,0,90,10,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,90,10
"1882","Tigrisoma lineatum","Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",812.99,0,80,20,0,0,0,0,0,"Invertebrate",70,0,0,0,30,0,0,0,0,0
"1883","Tityra semifasciata","Passeriformes","Passeriformes","Cotingidae","Cotingas",79.3,0,0,0,50,50,0,0,0,"FruiNect",20,0,10,0,0,0,70,0,0,0
"1884","Tockus alboterminatus","Nonpasseriformes","Bucerotiformes","Bucerotidae","Hornbills",223.65,0,0,20,10,10,60,0,0,"Omnivore",40,10,10,0,0,0,40,0,0,0
"1885","Tockus nasutus","Nonpasseriformes","Bucerotiformes","Bucerotidae","Hornbills",179.56,0,0,20,20,20,20,20,0,"Invertebrate",70,0,20,0,0,0,10,0,0,0
"1886","Todiramphus chloris","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",66.09,10,30,40,20,0,0,0,0,"Invertebrate",80,0,10,10,0,0,0,0,0,0
"1887","Todiramphus sanctus","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",52.96,0,0,40,30,20,0,10,0,"Invertebrate",70,10,10,10,0,0,0,0,0,0
"1888","Todirostrum cinereum","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6.29,0,0,0,33,33,33,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1889","Tolmomyias flaviventris","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",12.2,0,0,0,0,20,80,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1890","Tolmomyias poliocephalus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",10.8,0,0,0,0,50,50,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1891","Tolmomyias sulphurescens","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",14.3,0,0,0,30,70,0,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1892","Topaza pella","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",12.11,0,0,0,10,30,40,20,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1893","Toxostoma crissale","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",62.7,0,0,50,50,0,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1894","Toxostoma rufum","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",68.8,0,0,80,20,0,0,0,0,"Omnivore",50,0,0,0,0,0,30,0,20,0
"1895","Trachyphonus darnaudii","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",35.75,0,0,50,50,0,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"1896","Trachyphonus purpuratus","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",76.1,0,0,40,30,30,0,0,0,"Omnivore",50,0,0,0,0,0,20,0,0,30
"1897","Trachyphonus vaillantii","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",69.4,0,0,100,0,0,0,0,0,"Omnivore",40,10,0,0,0,0,30,0,20,0
"1898","Tregellasia capito","Passeriformes","Passeriformes","Petroicidae","Australasian robins",13.9,0,0,60,30,10,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1899","Treron calvus","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",197.53,0,0,30,0,50,20,0,0,"FruiNect",0,0,0,0,0,0,80,0,10,10
"1900","Trichoglossus haematodus","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",113.25,0,0,0,40,40,20,0,0,"FruiNect",0,0,0,0,0,0,30,40,30,0
"1901","Tricholaema diademata","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",30.6,0,0,0,33,33,33,0,0,"Omnivore",20,0,0,0,0,0,40,0,20,20
"1902","Tricholaema hirsuta","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",55.2,0,0,0,0,50,50,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1903","Tricholaema lacrymosa","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",22.9,0,0,0,10,90,0,0,0,"FruiNect",30,0,0,0,0,0,60,10,0,0
"1904","Tricholestes criniger","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",17.1,0,0,0,20,80,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1905","Trichothraupis melanops","Passeriformes","Passeriformes","Thraupidae","Tanagers",22.58,0,0,30,30,20,10,10,0,"Invertebrate",70,0,0,0,0,0,20,0,10,0
"1906","Tringa flavipes","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",77.5,0,50,50,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1907","Tringa nebularia","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",187,0,60,40,0,0,0,0,0,"Invertebrate",80,10,0,10,0,0,0,0,0,0
"1908","Tringa ochropus","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",71.4,0,50,40,10,0,0,0,0,"Invertebrate",70,0,0,20,0,0,0,0,0,10
"1909","Troglodytes aedon","Passeriformes","Passeriformes","Troglodytidae","Wrens",10.85,0,0,0,100,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,0,20
"1910","Troglodytes troglodytes","Passeriformes","Passeriformes","Troglodytidae","Wrens",9.74,0,0,50,50,0,0,0,0,"Invertebrate",60,0,10,10,0,0,10,0,10,0
"1911","Trogon collaris","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",65.43,0,0,0,30,70,0,0,0,"Invertebrate",60,0,0,0,0,0,40,0,0,0
"1912","Trogon curucui","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",54,0,0,10,30,30,30,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1913","Trogon melanocephalus","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",85.1,0,0,0,20,70,10,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1914","Trogon melanurus","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",114,0,0,0,10,30,60,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1915","Trogon personatus","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",63.39,0,0,0,0,70,30,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1916","Trogon rufus","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",53.8,0,0,10,60,30,0,0,0,"Invertebrate",60,0,0,0,0,0,40,0,0,0
"1917","Trogon surrucura","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",73.29,0,0,0,0,100,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1918","Trogon viridis","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",89.69,0,0,10,0,30,60,0,0,"FruiNect",30,0,10,0,0,0,60,0,0,0
"1919","Turdoides plebejus","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",62.5,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,10,30,0,0,0
"1920","Turdoides reinwardii","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",78.8,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1921","Turdoides rubiginosa","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",40.6,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1922","Turdoides sharpei","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",79.3,0,0,33,33,33,0,0,0,"Invertebrate",60,0,20,0,0,0,20,0,0,0
"1923","Turdus albicollis","Passeriformes","Passeriformes","Turdidae","Thrushes",54,0,0,80,0,20,0,0,0,"Invertebrate",60,0,0,0,0,0,40,0,0,0
